Может,Тушить пожар,1,0.56,0.03,0
Может,Мыть машину,1,0,0,0
Может,Халтурить,0.99,0,0.87,0.01
Может,Форму,0.4,0,0,0
Может,Брандспойт,0,0,0,0
Может,Рацию,0,0,0,0
Может,Евграфычем,0,0,0,0
Может,Командиром,0,0,0,0
Может,Предпринимателем,0.47,0.11,0,0
Может,Весёлый,0.28,0.16,0,0
Может,Пожилой,0.54,0,0,0
Может,Хитрый,0.8,0.55,0,0
Может,Смотреть футбол,0,1,0,0
Может,Чинить машину,0.61,0.77,0,0
Может,Стричься,0,1,0,0
Может,Короткую стрижку,0.09,0.2,0,0
Может,Внедорожник,0.17,0,0,0
Может,Воблу,0,0.26,0,0
Может,Напарником Вани,0,0.44,0,0
Может,Дальнобойщиком,0,0.42,0.02,0
Может,Болельщиком,0,0.58,0,0
Может,Добрый,0.48,0.61,0,0
Может,Порядочный,0.5,0.66,0,0
Может,Круглолицый,0,0.68,0,0
Может,Просить прощения,0,0,0.69,0
Может,Работать с полицией,0.86,0.71,0.83,0
Может,Угнать фуру,0,0,0.95,0
Может,Связь с бандой,0,0,0,0
Может,Порванную куртку,0,0,0,0
Может,Левые деньги,0,0,0,0
Может,Сыном директора,0,0,0,0
Может,Водителем,0,0.07,0,0
Может,Втянутым в преступление,0,0,0,0
Может,Наивный,0,0,0,0
Может,Молодой,0,0,0,0
Может,Доверчивый,0,0.01,0,0
Может,Сжигать,0,0,0,0.02
Может,Играть в бильярд,0,0,0.38,1
Может,Угрожать,0,0,0,1
Может,Очки,0,0,0,0
Может,Криминальный бизнес,0,0,0,0
Может,Грубый голос,0,0,0,0
Может,Преступником,0,0,0,0
Может,Бизнесменом,0,0,0,0
Может,Главарём,0.19,0,0,0
Может,Опасный,0.23,0,0,0
Может,Разоблачённый,0,0,0,0
Может,Жадный,0.4,0,0,0
Имеет,Тушить пожар,0,0,0,0
Имеет,Мыть машину,0,0,0,0
Имеет,Халтурить,0,0,0.63,0
Имеет,Форму,0.96,0,0,0
Имеет,Брандспойт,0,0,0,0
Имеет,Рацию,0.8,0,0,0
Имеет,Евграфычем,0,0,0,0
Имеет,Командиром,0,0,0,0
Имеет,Предпринимателем,0,0,0,0
Имеет,Весёлый,0,0.04,0,0
Имеет,Пожилой,0,0,0,0
Имеет,Хитрый,0,0.76,0,0
Имеет,Смотреть футбол,0,0.05,0,0
Имеет,Чинить машину,0,0,0,0
Имеет,Стричься,0,0.1,0,0
Имеет,Короткую стрижку,0,0.81,0,1
Имеет,Внедорожник,0,0.99,0,1
Имеет,Воблу,0,0.96,0,0
Имеет,Напарником Вани,0,0.12,0,0
Имеет,Дальнобойщиком,0,0.02,0,0
Имеет,Болельщиком,0,0.02,0,0
Имеет,Добрый,0,0,0,0
Имеет,Порядочный,0,0,0,0
Имеет,Круглолицый,0.12,0,0,0
Имеет,Просить прощения,0,0,0,0
Имеет,Работать с полицией,0,0,0,0
Имеет,Угнать фуру,0,0,0,0
Имеет,Связь с бандой,0.03,0,1,0
Имеет,Порванную куртку,0,0,1,0
Имеет,Левые деньги,0.02,0,1,1
Имеет,Сыном директора,0,0,0,0
Имеет,Водителем,0,0,0,0
Имеет,Втянутым в преступление,0,0,0,0
Имеет,Наивный,0,0,0,0
Имеет,Молодой,0,0,0,0
Имеет,Доверчивый,0,0,0,0
Имеет,Сжигать,0,0,0,0
Имеет,Играть в бильярд,0,0,0,0
Имеет,Угрожать,0,0,0,0
Имеет,Очки,0,0,0,0
Имеет,Криминальный бизнес,0,0,0.42,1
Имеет,Грубый голос,0.39,0,0,1
Имеет,Преступником,0,0,0,0
Имеет,Бизнесменом,0,0,0,0
Имеет,Главарём,0,0,0,0
Имеет,Опасный,0,0,0,0
Имеет,Разоблачённый,0,0,0,0
Имеет,Жадный,0.01,0,0,0
Является,Тушить пожар,0,0,0,0
Является,Мыть машину,0,0,0,0
Является,Халтурить,0,0,0,0
Является,Форму,0,0,0,0
Является,Брандспойт,0,0,0,0
Является,Рацию,0,0,0,0
Является,Евграфычем,0,0,0,0
Является,Командиром,0.03,0,0,0
Является,Предпринимателем,0.18,0,0.34,0.76
Является,Весёлый,0.02,0.03,0,0
Является,Пожилой,0.25,0,0,0
Является,Хитрый,0.29,0.03,0,0
Является,Смотреть футбол,0,0,0,0
Является,Чинить машину,0,0,0,0
Является,Стричься,0,0,0,0
Является,Короткую стрижку,0,0,0,0
Является,Внедорожник,0,0,0,0
Является,Воблу,0,0,0,0
Является,Напарником Вани,0,1,0,0.16
Является,Дальнобойщиком,0,1,1,0
Является,Болельщиком,0,1,1,0
Является,Добрый,0.11,0.02,0,0
Является,Порядочный,0.18,0,0,0
Является,Круглолицый,0,0,0,0
Является,Просить прощения,0,0,0,0
Является,Работать с полицией,0,0,0,0
Является,Угнать фуру,0,0,0,0
Является,Связь с бандой,0,0,0,0
Является,Порванную куртку,0,0,0,0
Является,Левые деньги,0,0,0,0
Является,Сыном директора,0,0,1,0
Является,Водителем,0,1,1,0
Является,Втянутым в преступление,0,0,1,0
Является,Наивный,0,0,0,0
Является,Молодой,0,0.01,0,0
Является,Доверчивый,0,0.01,0,0
Является,Сжигать,0,0,0,0
Является,Играть в бильярд,0,0,0,0
Является,Угрожать,0,0,0,0
Является,Очки,0,0,0,0
Является,Криминальный бизнес,0,0,0,0
Является,Грубый голос,0,0,0,0
Является,Преступником,0,0,0.05,1
Является,Бизнесменом,0.06,0,0,1
Является,Главарём,0,0,0,1
Является,Опасный,0,0,0,0
Является,Разоблачённый,0,0,0,0
Является,Жадный,0.09,0,0,0
