Может,Тушить пожар,0,1,0.17,0.86
Может,Мыть машину,0,0.46,0.17,0.86
Может,Халтурить,1,0.46,0.17,0.86
Может,Форму,0,0.95,0.17,0.86
Может,Брандспойт,1,0.95,0.72,0.41
Может,Рацию,0,1,0.72,0.57
Может,Евграфычем,0,1,0.72,0.57
Может,Командиром,0,0.46,0.72,0.39
Может,Предпринимателем,1,0.67,0.72,0.39
Может,Весёлый,0,0.09,0.72,0.39
Может,Пожилой,0,0.77,0.72,0.39
Может,Хитрый,0,0.77,0.72,0.39
Может,Смотреть футбол,1,0.01,0.09,0.58
Может,Чинить машину,1,0.01,0.09,0.58
Может,Стричься,1,0.01,0.09,0.58
Может,Короткую стрижку,0,0.01,0.62,0.58
Может,Внедорожник,1,0.01,0.62,0.58
Может,Воблу,1,0.01,0.62,0.58
Может,Напарником Вани,1,0.01,0.62,0.58
Может,Дальнобойщиком,1,0.01,0.62,0.58
Может,Болельщиком,1,0.01,0.62,0.58
Может,Добрый,0,0.01,0.62,0.58
Может,Порядочный,0,0.01,0.62,0.58
Может,Круглолицый,1,0.01,0.62,0.58
Может,Просить прощения,1,0.89,0,0.58
Может,Работать с полицией,0,0.89,0,0.58
Может,Угнать фуру,1,0.89,0,0.39
Может,Связь с бандой,1,0.89,0,0.39
Может,Порванную куртку,1,0.89,0.63,0.39
Может,Левые деньги,1,0.89,0.63,0.39
Может,Сыном директора,1,0.89,0.15,0.58
Может,Водителем,1,0.26,0.15,0.58
Может,Втянутым в преступление,1,0.26,0.15,0.58
Может,Наивный,1,0.85,0.15,0.58
Может,Молодой,1,0.53,0.15,0.58
Может,Доверчивый,1,0.72,0.15,0.58
Может,Сжигать,1,0.72,0.15,0.58
Может,Играть в бильярд,1,0.86,0.68,0.43
Может,Угрожать,1,0.86,0.3,0.43
Может,Очки,1,0.86,0.73,0.43
Может,Криминальный бизнес,1,0.86,0.38,0.43
Может,Грубый голос,0.5,0.73,0.64,0.43
Может,Преступником,1,0.84,0.41,0.43
Может,Бизнесменом,1,0.84,0.68,0.43
Может,Главарём,1,0.84,0.68,0.43
Может,Опасный,1,0.84,0.68,0.43
Может,Разоблачённый,1,0.84,0.68,0.43
Может,Жадный,0.47,0.84,0.68,0.43
Имеет,Тушить пожар,0,0.84,0.39,0.61
Имеет,Мыть машину,0,0.84,0.39,0.61
Имеет,Халтурить,1,0.39,0.39,0.61
Имеет,Форму,0,0.58,0.39,0.61
Имеет,Брандспойт,1,0.58,0.39,0.43
Имеет,Рацию,0,0.58,0.59,0.56
Имеет,Евграфычем,0,0.58,0.59,0.56
Имеет,Командиром,0,0.32,0.59,0.4
Имеет,Предпринимателем,1,0.65,0.59,0.4
Имеет,Весёлый,0,0.34,0.59,0.4
Имеет,Пожилой,0,0.65,0.59,0.4
