Может,Тушить пожар,1,0,0.36,0.23
Может,Мыть машину,1,0.96,0.37,0.3
Может,Халтурить,0.71,0,0.82,0.52
Может,Форму,0.89,0,0.14,0
Может,Брандспойт,0.96,0,0.03,0
Может,Рацию,0.97,0,0,0
Может,Евграфычем,1,0,0,0
Может,Командиром,0.56,0,0,0.12
Может,Предпринимателем,0.17,0,0,0.99
Может,Весёлый,0.5,0.98,0.67,0
Может,Пожилой,0.91,0,0.01,0.98
Может,Хитрый,0.03,1,0,1
Может,Смотреть футбол,0.06,1,1,0
Может,Чинить машину,0.05,0.5,0.69,0
Может,Стричься,0.02,1,0.72,0
Может,Короткую стрижку,0.77,1,0.8,0
Может,Внедорожник,0.16,1,0.08,0
Может,Воблу,0.07,1,0.99,0
Может,Напарником Вани,0.27,1,0,0
Может,Дальнобойщиком,0.02,1,1,0
Может,Болельщиком,0.04,1,1,0
Может,Добрый,0.83,1,1,0
Может,Порядочный,0.97,1,1,0
Может,Круглолицый,0.09,0.94,0.57,0
Может,Просить прощения,0.03,0,1,0
Может,Работать с полицией,0.99,0.17,1,0
Может,Угнать фуру,0,0,1,1
Может,Связь с бандой,0,0,1,1
Может,Порванную куртку,0,0,1,0
Может,Левые деньги,0.89,0,1,0.56
Может,Сыном директора,0,0,1,0
Может,Водителем,0.03,0.99,1,0
Может,Втянутым в преступление,0.03,0.01,1,1
Может,Наивный,0.08,0,1,0
Может,Молодой,0.02,0.97,1,0
Может,Доверчивый,0.02,0,1,0
Может,Сжигать,0.11,0,0.8,1
Может,Играть в бильярд,0.02,0,1,1
Может,Угрожать,0.02,0,0,1
Может,Очки,0.02,0,0,1
Может,Криминальный бизнес,0.02,0,0,1
Может,Грубый голос,0.15,0.33,0,0.95
Может,Преступником,0.01,0,0.09,1
Может,Бизнесменом,0,0,0,1
Может,Главарём,0,0,0.02,1
Может,Опасный,0,0.26,0,1
Может,Разоблачённый,0,0,0,1
Может,Жадный,0.07,0,0.11,1
Имеет,Тушить пожар,1,0,0.58,0
Имеет,Мыть машину,1,0.45,0.75,0
Имеет,Халтурить,1,0,0.9,0
Имеет,Форму,1,0,0.26,0
Имеет,Брандспойт,1,0,0.02,0
Имеет,Рацию,0.99,0,0,0
Имеет,Евграфычем,1,0,0,0
Имеет,Командиром,0.67,0,0,0
Имеет,Предпринимателем,0,0,0,0.95
Имеет,Весёлый,0.76,0.55,0.54,0
Имеет,Пожилой,1,0,0,0.95
Имеет,Хитрый,0.01,0.87,0,0.95
Имеет,Смотреть футбол,0.01,0.98,0.99,0
Имеет,Чинить машину,0.01,0.6,0.57,0
Имеет,Стричься,0.01,0.93,0.75,0
Имеет,Короткую стрижку,0.8,0.93,1,0
Имеет,Внедорожник,0.02,1,0,0
Имеет,Воблу,0.02,1,1,0
Имеет,Напарником Вани,0,1,0,0
Имеет,Дальнобойщиком,0,1,0.98,0
Имеет,Болельщиком,0,1,1,0
Имеет,Добрый,0.9,1,0.86,0
Имеет,Порядочный,0.95,1,0.89,0
Имеет,Круглолицый,0.02,0.84,0.58,0
Имеет,Просить прощения,0.02,0,1,0
Имеет,Работать с полицией,0.98,0.54,1,0
Имеет,Угнать фуру,0,0,1,0.97
Имеет,Связь с бандой,0.01,0.03,1,1
Имеет,Порванную куртку,0.01,0,1,0
Имеет,Левые деньги,0.85,0,1,1
Имеет,Сыном директора,0,0,0.98,0
Имеет,Водителем,0.05,0.72,0.98,0
Имеет,Втянутым в преступление,0,0,0.98,0.56
Имеет,Наивный,0,0,0.98,0
Имеет,Молодой,0,0.75,0.98,0
Имеет,Доверчивый,0.02,0,0.98,0
Имеет,Сжигать,0.08,0,0.01,1
Имеет,Играть в бильярд,0,0,0.97,0
Имеет,Угрожать,0,0.13,0,0
Имеет,Очки,0,0,0.04,0
Имеет,Криминальный бизнес,0,0,0.02,1
Имеет,Грубый голос,0.04,0.18,0.02,1
Имеет,Преступником,0,0,0.02,0.95
Имеет,Бизнесменом,0,0,0,0.97
Имеет,Главарём,0,0,0,0.97
Имеет,Опасный,0,0,0,0.97
Имеет,Разоблачённый,0,0,0,0.97
Имеет,Жадный,0.17,0,0,0.97
Является,Тушить пожар,1,0,0,0
Является,Мыть машину,1,0.28,0.91,0
Является,Халтурить,0.94,0,0.96,0.02
Является,Форму,1,0,0,0.02
Является,Брандспойт,1,0,0.01,0.02
Является,Рацию,0.85,0,0,0.02
Является,Евграфычем,1,0,0,0.02
Является,Командиром,0.86,0,0,0.02
Является,Предпринимателем,0,0,0,1
Является,Весёлый,0.96,0.93,0.96,0
Является,Пожилой,0.98,0,0,1
Является,Хитрый,0,0.97,0,1
Является,Смотреть футбол,0,0.99,0.96,0
Является,Чинить машину,0,0.35,0.87,0
Является,Стричься,0,0.96,0.41,0
Является,Короткую стрижку,0.24,1,0.91,0
Является,Внедорожник,0,0.96,0,0
Является,Воблу,0,0.99,0,0
Является,Напарником Вани,0,1,0,0
Является,Дальнобойщиком,0,1,1,0
Является,Болельщиком,0,1,1,0
Является,Добрый,0.21,0.95,1,0
Является,Порядочный,0.95,1,1,0
Является,Круглолицый,0.08,0.74,0.8,0
Является,Просить прощения,0,0.06,1,0
Является,Работать с полицией,1,0.34,0.97,0
Является,Угнать фуру,0,0,0.97,0.98
Является,Связь с бандой,0,0,0.93,1
Является,Порванную куртку,0,0,0.93,0
Является,Левые деньги,0.28,0,0.93,0.96
Является,Сыном директора,0,0,1,0
Является,Водителем,0.04,0.88,1,0
Является,Втянутым в преступление,0,0.05,1,0.98
Является,Наивный,0,0,1,0
Является,Молодой,0,0.97,1,0
Является,Доверчивый,0,0.01,1,0
Является,Сжигать,0.03,0.01,0,0.93
Является,Играть в бильярд,0,0,0.99,1
Является,Угрожать,0,0,0,1
Является,Очки,0,0,0,0.99
Является,Криминальный бизнес,0,0,0.03,0.99
Является,Грубый голос,0.07,0.03,0.04,0.96
Является,Преступником,0,0,0.04,1
Является,Бизнесменом,0,0,0,1
Является,Главарём,0,0,0,1
Является,Опасный,0,0.31,0,1
Является,Разоблачённый,0,0,0,1
Является,Жадный,0.11,0,0,1
Какой,Тушить пожар,0.95,0,0.2,0
Какой,Мыть машину,0.95,0.61,0.25,0
Какой,Халтурить,0.94,0,0.86,0.01
Какой,Форму,0.89,0,0,0.01
Какой,Брандспойт,0.91,0,0,0
Какой,Рацию,0.94,0,0,0
Какой,Евграфычем,0.94,0,0,0
Какой,Командиром,0.84,0.01,0,0.02
Какой,Предпринимателем,0.03,0,0,0.95
Какой,Весёлый,0.85,0.94,0.76,0
Какой,Пожилой,0.93,0,0,1
Какой,Хитрый,0.26,0.71,0,1
Какой,Смотреть футбол,0,0.91,0.64,0
Какой,Чинить машину,0,0.62,0.67,0
Какой,Стричься,0,0.82,0.52,0
Какой,Короткую стрижку,0,0.85,0.97,0
Какой,Внедорожник,0,0.88,0,0
Какой,Воблу,0,0.88,0,0
Какой,Напарником Вани,0,0.88,0,0
Какой,Дальнобойщиком,0,0.91,0.93,0
Какой,Болельщиком,0,0.91,0.95,0
Какой,Добрый,0.79,0.97,1,0
Какой,Порядочный,0.98,0.97,1,0
Какой,Круглолицый,0.01,0.78,1,0
Какой,Просить прощения,0,0,1,0
Какой,Работать с полицией,0.93,0.26,0.99,0
Какой,Угнать фуру,0,0,0.96,0.95
Какой,Связь с бандой,0,0,0.96,0.99
Какой,Порванную куртку,0,0,0.96,0
Какой,Левые деньги,0.81,0,0.96,0.94
Какой,Сыном директора,0.01,0,0.96,0
Какой,Водителем,0.02,0.51,0.96,0
Какой,Втянутым в преступление,0,0.03,0.96,0.75
Какой,Наивный,0,0,1,0
Какой,Молодой,0,1,1,0
Какой,Доверчивый,0.03,0,1,0
Какой,Сжигать,0.06,0,0.02,0
Какой,Играть в бильярд,0,0,0.96,0.96
Какой,Угрожать,0,0,0,0.98
Какой,Очки,0,0,0,0.98
Какой,Криминальный бизнес,0,0,0.06,0.98
Какой,Грубый голос,0.07,0.18,0.06,0.98
Какой,Преступником,0,0,0.06,0.98
Какой,Бизнесменом,0,0,0,0.98
Какой,Главарём,0,0,0,0.98
Какой,Опасный,0,0.1,0,0.98
Какой,Разоблачённый,0,0,0,0.98
Какой,Жадный,0,0,0.18,0.98
